depth	min	max	median	mean
10	124	266	198	198
50	232	1147	533	575
85	419	1443	887	900
110	597	1662	1135	1130
140	926	1836	1430	1416
190	1638	2188	1889	1895
210	1750	2593	2080	2108
250	2017	2965	2544	2526
290	2764	3238	2967	2975
310	2849	3471	3132	3142
350	3254	3779	3480	3489
390	3543	4968	4093	4136
410	3738	5189	4444	4454
450	4361	5577	5227	5151
470	5239	5678	5478	5473
490	5388	5946	5654	5659
510	5502	6178	5803	5812
550	5748	6432	6122	6110
590	6244	6752	6449	6463
610	6373	7082	6702	6707
650	6824	7678	7181	7199
690	7166	8065	7679	7660
710	7468	8183	7911	7887
750	7946	8749	8280	8300
790	8191	9145	8664	8664
810	8347	9275	8861	8845
850	8873	9457	9206	9201
890	9132	9821	9443	9449
910	9268	9975	9544	9565
950	9533	10483	9902	9930
980	9762	10751	10230	10239
1010	10014	11017	10583	10561
1050	10707	11202	10984	10976
1090	10925	11693	11288	11297
1110	11075	11851	11463	11460
1130	11296	12027	11648	11651
1150	11646	14401	12936	12948
1185	14085	15144	14583	14595
1215	14442	15982	15139	15158
1225	14556	16117	15310	15314
1240	14800	16333	15549	15550
1255	15044	16527	15793	15788
1270	15297	16747	16038	16028
1290	15782	17073	16380	16393
1310	15971	18100	16724	16805
1350	16377	19501	17503	17618
1390	16859	20779	18287	18425
1410	17078	21342	18681	18827
1450	17581	22470	19465	19617
1490	18134	23514	20293	20425
