labid,age,error,depth,cc
UCIAMS-128455,225,15,21.5,1
UCIAMS-128456,2585,15,181,1
UCIAMS-128457,3280,20,274.5,1
Tephra,3595,4,295,0
UCIAMS-128458,4575,20,489,1
UCIAMS-128459,5380,20,535,1
UCIAMS-128460,9990,30,738.5,1
