"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1113,1080,"Houghton Bog",3117,"Core top",-16,0,11900,-20,-16,4,10,0
1113,1080,"Houghton Bog",3119,"Radiocarbon",11880,990,11900,-20,10420,13340,1460,1
