labID,	age,	error,	depth,	cc
Core top,	-26,	1,	0,	0
S-1752,	1135,	105,	26.5,	1
S-1753,	1890,	105,	54.5,	1
WAT-409,	2470,	130,	77,	1
S-1754,	2355,	110,	77,	1
