labID,	age,	error,	depth,	cc
Core top,	-35,	1,	0,	0
A-4831,	570,	55,	60,	1
A-4832,	6580,	90,	82,	1
A-4833,	8140,	95,	110,	1
Beta-15317,	11010,	110,	139.5,	1
A-4834,	11540,	100,	153,	1
Beta-15318,	15980,	200,	195,	1
Beta-15320,	16730,	230,	250,	1
Beta-15321,	17370,	170,	304,	1
