labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
QU-54,	7770,	130,	405,	1
QU-70,	9460,	280,	430,	1
QU-67,	9770,	260,	475,	1
I-7159,	9945,	225,	485,	1
QU-55,	11050,	460,	507.5,	1
