labid,age,error,depth,cc
Core top,-61,1,0,0
Ambrosia rise,220,10,18,0
Beta-348404,30,30,22,1
Beta-352945,220,30,31,1
Beta-348405,1260,30,37,1
Beta-348406,1850,30,60,1
Beta-348407,2180,30,72,1
Beta-344281,2030,30,77,1
