labid,age,error,depth,cc
KCCAMS-19482,1330,30,62,1
KCCAMS-16918,1430,15,103,1
KCCAMS-16915,5340,20,363,1
KCCAMS-16919,9475,20,583,1
KCCAMS-16921,9870,45,620,1
