depth	min	max	median	mean
1	4	150	76	76
5	259	506	380	380
10	531	993	761	759
14	744	1388	1066	1063
18	1379	1932	1655	1652
20	1740	2254	1997	1995
22	2064	2596	2340	2337
24	2361	2962	2684	2680
26	2644	3340	3029	3022
32	3247	4197	3777	3768
42	3419	4803	4044	4070
50	3644	5120	4292	4320
58	3759	5336	4582	4574
66	4059	5497	4837	4821
74	4219	5655	5123	5066
82	4930	5804	5376	5372
90	5167	6253	5665	5686
98	5432	6742	6079	6085
106	5606	7504	6453	6485
114	6035	7654	6901	6891
124	6911	8083	7524	7519
