"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude"
2886,2791,"Unknown Pond",7226,"Core top",50,0,11500,0,20,80,"COHMAP chron 3","3 stratigraphic dates from Dufresne for Picea rise and fall and for Tsuga decline. Age bounds for application of the model: top = 0; bottom = 11500.",TRUE,489,-70.63601,-70.63066
2886,2791,"Unknown Pond",7227,"Biostratigraphic, pollen",250,10,11500,0,200,300,"COHMAP chron 3","3 stratigraphic dates from Dufresne for Picea rise and fall and for Tsuga decline. Age bounds for application of the model: top = 0; bottom = 11500.",TRUE,489,-70.63601,-70.63066
2886,2791,"Unknown Pond",7228,"Biostratigraphic, pollen",4900,540,11500,0,4700,5100,"COHMAP chron 3","3 stratigraphic dates from Dufresne for Picea rise and fall and for Tsuga decline. Age bounds for application of the model: top = 0; bottom = 11500.",TRUE,489,-70.63601,-70.63066
2886,2791,"Unknown Pond",7229,"Biostratigraphic, pollen",9800,685,11500,0,9300,10300,"COHMAP chron 3","3 stratigraphic dates from Dufresne for Picea rise and fall and for Tsuga decline. Age bounds for application of the model: top = 0; bottom = 11500.",TRUE,489,-70.63601,-70.63066
2886,2791,"Unknown Pond",7230,"Biostratigraphic, pollen",11500,698,11500,0,11000,12000,"COHMAP chron 3","3 stratigraphic dates from Dufresne for Picea rise and fall and for Tsuga decline. Age bounds for application of the model: top = 0; bottom = 11500.",TRUE,489,-70.63601,-70.63066
