depth	min	max	median	mean
0.5	31	68	53	52
2.5	283	444	382	378
5.5	661	1010	877	868
8	974	1482	1290	1276
10.5	1288	1954	1702	1684
13.5	1663	2521	2196	2173
16	1939	2818	2475	2454
17.5	2062	2836	2522	2508
20.5	2239	2899	2628	2616
22.5	2333	2976	2710	2689
24	2378	3069	2765	2743
25.5	2400	3185	2811	2797
26.7	2420	3284	2845	2840
28	2436	3399	2882	2887
30.5	2475	3589	2952	2970
32	2512	3620	2987	3004
33.5	2541	3653	3021	3038
96.5	3775	5068	4478	4464
99.5	3846	5111	4549	4532
102.5	3908	5170	4621	4600
104	3934	5207	4657	4634
105.5	3975	5237	4691	4668
107.5	4061	5253	4731	4713
110.5	4181	5284	4795	4781
113.5	4280	5323	4861	4848
117.5	4383	5386	4951	4938
120.5	4454	5446	5017	5005
123.5	4602	5473	5076	5071
125	4672	5491	5107	5105
126.5	4736	5508	5139	5138
127.5	4775	5520	5161	5160
128.5	4809	5535	5184	5182
130.5	4862	5572	5229	5227
132.5	4888	5633	5274	5271
134.5	4910	5714	5319	5316
137.5	4956	5793	5379	5377
139.5	4982	5862	5419	5417
