labid,age,error,depth,cc
Core top,650,200,134,0
W-4770,840,50,139.5,1
W-4784,1750,80,168,1
W-4780,2990,80,203.5,1
W-4906,5750,90,212,1
W-4910,8190,90,243,1
W-4771,8710,80,247.5,1
W-4773,9680,100,348,1
W-4775,9960,90,448,1
unassigned,10190,80,545,1
unassigned,10980,100,565,1
W-4781,11270,130,645,1
W-4783,11780,120,725,1
QL-1486,11960,70,758,1
