labid,age,error,depth,cc
Core top,-60,5,0,0
CAMS 120913,2750,35,79.5,1
SUERC-11736,3579,39,122,1
SUERC-7206,4810,31,159,1
Poz-16782,7030,50,217,1
SUERC-7023,8090,49,241,1
CAMS 120914,10090,100,265,1
