labid,age,error,depth,cc
OS-77549,115,35,67,1
OS-82720,12050,60,110,1
OS-77548,12050,70,118,1
OS-77356,12550,150,174,1
OS-79477,12850,75,209,1
OS-78370,14250,170,314,1
OS-79439,14500,110,346,1
OS-79437,15900,110,406,1
OS-74779,16550,120,478,1
OS-79807,17350,75,498,1
OS-67916,19100,95,635,1
OS-83176,17300,120,681,1
UGAMS-11708,20950,50,732,1
