labid,age,error,depth,cc
Core top,-45,47,0,0
European settlement horizon,210,20,21,0
Beta-92824,1020,40,40.25,1
Beta-94801,1400,60,47.25,1
Beta-89918,1046,110,50,1
Beta-92825,3880,40,60.5,1
