"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",1826,1768,"Old Field",5134,"Radiocarbon",4830,53,4735,4925,95,1
"2",1826,1768,"Old Field",5135,"Radiocarbon",6220,87.5,6110,6330,110,1
"3",1826,1768,"Old Field",5136,"Radiocarbon",7280,137.5,7160,7400,120,1
"4",1826,1768,"Old Field",5137,"Radiocarbon",8810,212.5,8720,8900,90,1
