"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1854,1793,"Park Pond 2",5240,"Core top",0,0,10330,0,0,0,0,0
1854,1793,"Park Pond 2",5241,"Radiocarbon",2340,26,10330,0,2220,2460,120,1
1854,1793,"Park Pond 2",5242,"Radiocarbon",2970,33,10330,0,2850,3090,120,1
1854,1793,"Park Pond 2",5243,"Radiocarbon",7200,40,10330,0,7060,7340,140,1
1854,1793,"Park Pond 2",5244,"Radiocarbon",10120,54,10330,0,9760,10480,360,1
