depth	min	max	median	mean
1	-46	-35	-42	-41
3	-45	-15	-35	-34
5	-44	6	-29	-26
7	-39	11	-21	-19
9	-37	20	-13	-12
11	-31	29	-5	-4
13	-25	34	3	3
15	-22	43	11	11
17	-12	47	18	18
19	-6	53	27	26
21	15	61	39	39
23	30	85	57	57
25	37	130	72	75
27	405	576	495	491
29	743	1057	920	907
31	984	1363	1187	1178
33	1051	1521	1310	1304
35	1095	1738	1432	1430
37	1322	1772	1550	1550
39	1477	1832	1678	1671
41	1565	1911	1762	1757
43	1615	1966	1813	1808
45	1647	2066	1858	1860
47	1700	2098	1904	1903
49	1735	2151	1947	1947
51	1783	2201	1989	1990
53	1831	2237	2033	2032
55	1864	2287	2077	2075
57	1933	2314	2116	2118
59	1975	2350	2157	2161
61	2012	2396	2197	2204
63	2050	2442	2238	2246
65	2078	2521	2279	2289
67	2110	2572	2321	2330
69	2140	2654	2361	2371
71	2169	2723	2399	2411
