depth	min	max	median	mean
0	-49	-43	-46	-46
23.5	19	465	220	222
38	139	783	445	450
50	309	959	648	644
66	727	1155	937	938
74	923	1354	1094	1108
82	1109	1880	1490	1490
90	1199	2673	1887	1902
98	1895	2774	2322	2331
106	2331	2974	2748	2726
110	2546	3005	2818	2808
118	2787	3184	2970	2972
130	2911	3504	3167	3177
138	3045	3769	3343	3362
150	3211	4288	3778	3774
158	3733	4385	4050	4052
170	4212	4847	4514	4520
174	4275	5216	4674	4700
182	4436	5881	5002	5055
186	4553	5972	5201	5226
194	4700	6289	5605	5567
198	5147	6400	5849	5823
202	5715	6491	6114	6107
206	6209	6650	6375	6392
210	6368	7070	6664	6676
214	6574	7284	7019	6995
218	6667	7617	7401	7315
222	6741	8105	7740	7634
