labID,	age,	error,	depth,	cc
Core top,	-46,	1,	0,	0
Beta102012,	0,	1,	6.5,	1
Ambrosia rise,	50,	50,	12,	0
Beta102013,	1090,	50,	70.5,	1
Beta102014,	2840,	50,	114,	1
Beta102015,	2750,	90,	126.5,	1
Beta102016,	3930,	60,	166.5,	1
Beta102017,	5590,	60,	206.5,	1
Beta102018,	6710,	90,	218.5,	1
