labid,age,error,depth,cc
Biostratigraphic_ pollen,80,50,0,0
Radiocarbon_ reservoir correction,155,60,13.5,1
Radiocarbon_ reservoir correction,715,80,51,1
Radiocarbon_ reservoir correction,3350,200,173,1
