labid,age,error,depth,cc
Core top,0,30,0,0
Biostratigraphic_ pollen,120,50,15,0
unassigned,2170,130,33,1
unassigned,2475,110,53,1
unassigned,2760,90,68,1
unassigned,3050,120,93,1
unassigned,4390,110,123,1
unassigned,5175,110,153,1
unassigned,7440,120,235,1
unassigned,8050,130,272,1
unassigned,9100,150,356,1
