labid,age,error,depth,cc
Core top,-47,1,0,0
CAMS-46627,240,80,60,1
CAMS-40777,810,80,89,1
CAMS-40778,1050,40,129,1
CAMS-46624,1210,50,149,1
CAMS-46625,1270,80,179,1
CAMS-46626,1560,50,209,1
CAMS-40780,1780,80,240,1
CAMS-40781,2330,70,322,1
