depth	min	max	median	mean
2	-46	-12	-35	-33
5	-44	40	-17	-12
10	-41	127	14	22
15	-38	215	44	57
17	-37	250	56	71
21	-26	305	82	98
30	10	345	154	161
35	21	379	193	195
40	32	432	228	230
50	120	461	303	299
60	164	515	386	369
70	338	620	500	493
90	565	843	709	706
105	672	968	823	823
120	768	1037	911	911
130	869	1065	970	978
140	933	1162	1044	1044
150	989	1198	1098	1097
160	1017	1274	1151	1150
180	1113	1362	1245	1241
210	1350	1559	1454	1454
220	1389	1707	1528	1533
240	1526	1883	1673	1681
271	1705	2294	1963	1973
294	1873	2520	2182	2185
321	2161	2705	2433	2449
330	2260	3035	2600	2614
345	2401	3662	2853	2898
