labID,	age,	error,	depth,	cc
Core top,	1,	1,	1,	0
CAMS-3840,	590,	70,	41.5,	1
CAMS-25429,	460,	60,	41.5,	1
CAMS-25430,	1120,	100,	67.5,	1
Tephra,	2350,	200,	106,	0
Tephra,	3677,	200,	127.5,	0
CAMS-3843,	3950,	70,	134,	1
CAMS-4406,	5550,	90,	160,	1
Tephra,	7627,	150,	187,	0
CAMS-6843,	9470,	70,	218,	1
CAMS-3063,	10020,	70,	226.5,	1
CAMS-3065,	11330,	220,	236.5,	1
