labid,age,error,depth,cc
unassigned,8410,85,751.5,1
unassigned,8575,80,801.5,1
unassigned,9320,110,825,1
unassigned,10055,100,852,1
unassigned,10430,100,882,1
unassigned,10820,120,889,1
unassigned,12390,120,903.5,1
unassigned,13450,500,945,1
unassigned,15850,240,1087,1
