labid,age,error,depth,cc
Core top,-39,3,0,0
Beta-44532,1110,70,48,1
Beta-44534,2020,70,102.5,1
Beta-44535,2450,90,157.5,1
Beta-44533,2680,80,180.5,1
Beta-44536,3750,70,212.5,1
Beta-44537,4810,70,261.5,1
