depth	min	max	median	mean
16	2	704	303	313
20	12	890	388	401
30	328	960	614	625
40	511	1142	861	849
60	943	1664	1250	1267
80	1165	1953	1603	1589
100	1658	2131	1906	1904
126	1930	2505	2202	2207
140	2042	2651	2369	2364
160	2363	2794	2605	2593
180	2601	3143	2820	2840
190	2875	3545	3228	3219
230	4213	5088	4675	4668
244	4542	5492	5053	5042
254	4972	5586	5307	5304
264	5194	5820	5554	5546
272	5334	6231	5687	5715
282	5420	6770	5860	5925
298	5568	7326	6183	6252
