depth	min	max	median	mean
1	-19	-9	-15	-15
10	-15	71	9	14
20	-2	133	39	46
30	10	187	71	78
40	64	330	148	160
50	150	659	349	363
60	214	1397	646	687
70	440	1625	1003	1008
80	770	1930	1327	1332
90	1036	2222	1660	1658
100	1191	2535	1852	1859
110	1340	2893	2035	2059
120	1462	3254	2227	2259
130	1617	3516	2425	2460
140	1749	3794	2622	2662
150	1868	4111	2817	2864
160	2020	4364	3020	3063
