depth	min	max	median	mean
15	-14	178	62	67
30	41	294	141	147
55	197	600	351	363
77	362	983	627	640
97	555	1264	882	890
111	713	1452	1061	1067
125	889	1603	1240	1242
145	1150	1897	1532	1528
165	1431	2307	1868	1868
185	1753	2642	2215	2210
211	2239	3030	2665	2656
235	2695	3365	3036	3040
251	2895	3649	3250	3256
271	3131	3953	3520	3524
320	3786	4606	4182	4186
338	4004	4908	4442	4445
354	4211	5146	4672	4675
366	4376	5327	4846	4846
380	4553	5538	5051	5048
405	4940	5854	5411	5405
422	5154	6161	5644	5645
440	5370	6488	5881	5893
454	5554	6709	6067	6086
470	5749	6975	6279	6305
482	5928	7138	6438	6471
502	6256	7489	6753	6791
520	6582	8083	7278	7290
535	6962	8464	7696	7700
550	7336	8873	8121	8115
570	7970	9313	8670	8668
576	8261	9397	8835	8835
604	8996	10563	9684	9703
612	9192	10925	9927	9959
622	9476	11335	10240	10279
630	9691	11664	10485	10536
640	10055	12065	10793	10856
645	10272	12309	11013	11069
651	10408	12651	11275	11345
660	10590	13461	11852	11918
666	10747	13732	12501	12304
672	10870	14135	12933	12634
679	10995	14429	13243	12884
