depth	min	max	median	mean
710	-65	328	45	65
715	-20	432	140	156
721	9	639	243	264
725	24	812	311	337
730	44	1043	389	428
740	176	1177	620	631
750	247	1469	830	834
760	427	1566	1020	1011
770	515	1738	1203	1187
780	828	1815	1386	1373
790	987	1959	1592	1558
800	1420	2039	1736	1735
810	1660	2197	1907	1913
820	1803	2603	2131	2149
830	1860	3203	2332	2385
840	2024	3392	2583	2615
850	2104	3709	2817	2845
860	2321	3849	3050	3066
870	2440	4097	3289	3286
880	2704	4196	3524	3512
885	2793	4271	3652	3625
890	2859	4384	3771	3738
893	3010	4411	3842	3808
900	3326	4466	4002	3970
905	3462	4523	4124	4085
910	3576	4638	4243	4201
915	3900	4689	4341	4325
920	4172	4751	4442	4448
925	4303	4867	4559	4572
930	4367	5130	4670	4696
935	4450	5215	4783	4798
940	4509	5357	4886	4899
950	4572	5784	5076	5103
960	4741	5902	5301	5305
970	4825	6131	5520	5508
980	5121	6208	5737	5718
990	5279	6371	5968	5928
1000	5765	6447	6152	6136
1010	6034	6630	6355	6344
1020	6169	6814	6501	6501
1030	6239	7133	6642	6657
1041	6420	7246	6819	6823
1051	6524	7418	6975	6974
1061	6743	7498	7127	7125
1070	6843	7639	7270	7261
