labid,age,error,depth,cc
Core top,20,20,0,0
Biostratigraphic_ pollen,200,50,10,0
unassigned,2570,80,90,1
GSC-2337,3360,100,150,1
GSC-2333,4900,90,298,1
GSC-2329,6360,110,470,1
unassigned,7330,160,570,1
GSC-2325,8990,100,666,1
unassigned,9820,180,678,1
GSC-2282,11100,180,691,1
