depth	min	max	median	mean
1	-38	-8	-23	-23
36	-4	244	76	87
106	131	527	297	306
176	303	777	518	524
246	501	1007	739	743
316	727	1214	957	963
386	967	1533	1228	1234
491	1361	2031	1687	1689
561	1646	2328	1995	1991
631	1980	2579	2294	2292
701	2360	2844	2603	2600
771	2599	3253	2912	2916
806	2731	3444	3068	3074
876	3013	3780	3384	3387
911	3168	3940	3542	3545
946	3322	4093	3699	3702
1016	3661	4391	4014	4018
1076	3913	4734	4289	4300
1111	4048	4953	4455	4468
1181	4319	5385	4790	4808
1216	4461	5588	4959	4976
1286	4745	6002	5293	5316
1321	4894	6214	5462	5485
1356	5049	6408	5639	5654
1371	5117	6490	5714	5727
1426	5429	6874	6076	6090
1461	5657	7140	6349	6358
1481	5801	7289	6504	6512
1516	6054	7547	6778	6781
1531	6168	7651	6892	6896
1566	6439	7901	7163	7164
1601	6714	8155	7432	7432
1631	6972	8357	7662	7661
1676	7359	8662	8006	8003
1706	7711	8866	8265	8262
1716	7862	8930	8378	8384
1731	8215	9051	8599	8617
1761	8632	9447	9066	9059
1776	8807	9979	9329	9340
1801	9073	10919	9788	9841
1817	9268	11400	10109	10165
