labid,age,error,depth,cc
Core top,-20,5,0,0
I-4803,1690,95,150,1
I-4804,2830,100,295,1
I-4805,4630,110,450,1
I-4806,5600,110,500,1
I-4807,6740,125,575,1
I-4808,8275,135,642,1
I-4809,8665,140,702,1
I-4810,9725,145,758,1
