depth	min	max	median	mean
3	-51	650	298	294
5	-31	654	307	302
10	-10	667	331	324
15	2	678	355	345
20	13	696	380	367
25	28	709	400	388
30	46	719	423	410
35	62	732	444	432
40	73	748	467	453
45	95	761	490	475
50	128	770	512	497
53	149	774	528	510
57	167	783	545	528
63	190	801	571	554
68	231	808	593	575
75	267	822	625	605
80	286	836	648	626
82.5	294	846	659	636
85	313	851	669	647
90	348	858	688	668
95	376	866	708	689
100	398	878	730	709
105	446	892	750	732
112	578	898	774	765
115	619	901	786	780
120	670	909	806	804
125	710	921	827	826
130	756	930	843	847
135	781	950	864	867
140	796	988	886	888
145	809	1023	905	906
150	824	1033	922	922
155	835	1045	938	939
160	842	1063	954	955
165	859	1085	968	971
170	887	1090	985	988
175	908	1098	1005	1005
180	922	1112	1029	1021
185	936	1126	1046	1035
190	954	1130	1059	1044
195	965	1135	1068	1053
200	971	1145	1074	1062
205	977	1154	1080	1070
210	984	1158	1084	1076
215	988	1163	1089	1082
220	992	1169	1095	1088
225	998	1176	1100	1093
230	1006	1179	1105	1099
235	1012	1184	1110	1105
240	1016	1190	1116	1111
245	1022	1195	1122	1117
250	1031	1199	1127	1123
255	1037	1204	1133	1128
259.5	1042	1209	1138	1134
265	1048	1215	1144	1140
270	1058	1218	1150	1146
275	1066	1222	1156	1152
280	1072	1227	1163	1158
282.5	1074	1231	1166	1161
285	1079	1233	1169	1164
287	1085	1234	1170	1167
290	1092	1236	1173	1171
292.5	1097	1237	1176	1174
295	1102	1240	1178	1177
297.5	1104	1242	1181	1180
300	1107	1244	1184	1183
301.5	1109	1246	1186	1185
303.5	1111	1248	1188	1187
305	1115	1249	1189	1189
306.5	1118	1250	1191	1190
308.5	1122	1251	1193	1193
310.5	1125	1252	1195	1195
312	1127	1253	1196	1196
313.5	1129	1254	1198	1198
315	1130	1255	1200	1200
316.5	1132	1256	1201	1201
318.5	1135	1258	1203	1203
320	1136	1259	1205	1205
322.5	1139	1262	1208	1208
325	1142	1263	1210	1210
327.5	1144	1264	1212	1212
330	1147	1265	1215	1214
332.5	1149	1267	1217	1216
335	1152	1269	1219	1218
337.5	1154	1270	1221	1221
340	1156	1272	1223	1223
345	1161	1276	1228	1227
350	1167	1278	1232	1231
355	1170	1281	1237	1235
360.5	1177	1284	1242	1240
370	1188	1290	1249	1247
380	1196	1296	1258	1255
390	1207	1305	1266	1263
395	1212	1309	1270	1268
400	1217	1316	1274	1272
410	1230	1328	1285	1283
420	1242	1352	1294	1296
433	1260	1378	1310	1313
440	1267	1398	1319	1322
450	1280	1417	1331	1335
460	1289	1438	1344	1348
470	1305	1455	1356	1361
485	1325	1484	1375	1381
501	1350	1519	1400	1409
509	1360	1537	1415	1424
520	1369	1571	1436	1446
530	1383	1598	1457	1466
540	1392	1629	1480	1487
550	1410	1649	1499	1507
560	1421	1669	1519	1528
570	1443	1688	1542	1556
577.5	1455	1737	1566	1579
590	1487	1838	1616	1632
599	1506	1965	1656	1678
610	1533	2077	1709	1733
620	1550	2170	1757	1783
630	1580	2249	1805	1833
641.5	1599	2345	1860	1890
650	1627	2403	1902	1932
660	1649	2486	1953	1981
675	1688	2594	2022	2055
695	1749	2745	2118	2153
