labid,age,error,depth,cc
WW-10281,965,30,132,1
WW-10282,1225,30,193,1
WW-9908,1285,20,316,1
WW-10760,1320,25,404,1
WW-10198,1510,25,492,1
WW-9969,1635,35,571.5,1
