labid,age,error,depth,cc
Core top,0,50,0,0
Biostratigraphic_ pollen,330,50,33,0
WIS-1300,1280,70,52.5,1
WIS-1270,4650,70,137.5,1
WIS-1391,8230,90,251,1
WIS-1318,9140,100,323,1
WIS-1271,9000,110,323,1
WIS-1297,10260,100,358.5,1
WIS-1298,11710,120,390.5,1
