"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2948,2851,"Wentzel's Pond",7405,"Core top",-30,0,3250,-30,-30,0,15,0
2948,2851,"Wentzel's Pond",7406,"Radiocarbon, reservoir correction",155,50.5,3250,-30,85,225,70,1
2948,2851,"Wentzel's Pond",7407,"Radiocarbon, reservoir correction",365,75,3250,-30,205,525,160,1
2948,2851,"Wentzel's Pond",7408,"Radiocarbon, reservoir correction",2425,185,3250,-30,2265,2585,160,1
