depth	min	max	median	mean
1.5	-62	-48	-57	-57
4.5	-61	-24	-50	-48
10.5	-59	24	-35	-30
16.5	-57	68	-20	-13
20.5	-56	81	-10	-4
22.5	-56	89	-5	1
24.5	-55	98	-1	6
26.5	-55	109	4	11
28.5	-54	118	8	15
28.5000066666667	-34	131	41	43
31.5	18	170	95	94
34.5	66	235	163	159
37.5	100	314	229	225
40.5	136	402	286	291
43.5	160	501	350	357
46.5	220	600	444	440
49.5	291	744	553	542
52.5	357	910	651	643
55.5	390	1093	745	744
58.5	413	1293	844	846
61.5	513	1414	940	942
64.5	669	1429	1031	1033
67.5	793	1453	1124	1124
70.5	884	1493	1227	1215
73.5	942	1560	1331	1306
76.5	1056	1628	1408	1387
79.5	1224	1650	1471	1459
82.5	1364	1671	1532	1531
88.5	1494	1882	1666	1675
94.5	1589	2004	1776	1781
100.5	1637	2082	1880	1874
106.5	1711	2194	1974	1968
109.5	1807	2207	2021	2017
112.5	1893	2223	2068	2065
