"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1572,1534,"Lac à Magie",3773,"Radiocarbon",9280,809,12440,9180,9100,9460,180,1
1572,1534,"Lac à Magie",3774,"Radiocarbon",10090,841.5,12440,9180,9910,10270,180,1
1572,1534,"Lac à Magie",3775,"Radiocarbon",10480,856,12440,9180,10320,10640,160,1
1572,1534,"Lac à Magie",3776,"Radiocarbon",12140,890,12440,9180,11960,12320,180,1
