depth	min	max	median	mean
5	-57	221	82	81
10	-30	420	190	192
15	-8	633	300	302
20	7	852	408	413
25	212	878	521	526
35	571	966	745	752
52	782	1299	996	1007
65	870	1573	1140	1162
95	1114	1930	1519	1520
135	1733	2275	1983	1993
160	1961	2999	2366	2395
190	2357	3450	2904	2904
220	2836	3842	3447	3417
240	3502	4033	3755	3756
250	3600	4266	3892	3902
260	3652	4641	4011	4048
280	3814	5077	4305	4342
310	4146	5579	4764	4789
340	4467	6070	5217	5229
370	4880	6480	5662	5667
405	5395	6948	6184	6181
440	5983	7385	6696	6697
475	6583	8208	7280	7308
