labid,age,error,depth,cc
Core top,-55,1,0,0
UGa-02065,7310,50,618.5,1
UGa-4648,7600,40,627.5,1
UGa-4650,7890,250,761.5,1
UGa-01613,10137,70,777.5,1
UCI-56659,10430,140,796.5,1
UCI-56658,10550,110,796.5,1
UGa-4649,11070,140,797.5,1
UGa-01048,11621,63,816.5,1
UGa-4651,12330,40,818.5,1
UCI-56654,12530,150,818.5,1
UGa-4652,12580,110,830.5,1
OS-65865,12950,190,848.5,1
UCI-56651,13170,35,848.5,1
