labid,age,error,depth,cc
Core top,0,15,0,0
W-2280,2470,250,250,1
W-2281,5390,250,450,1
Radiocarbon_ reservoir correction,7240,300,520,1
Radiocarbon_ reservoir correction,9550,350,712,1
Biostratigraphic_ pollen,11500,500,958,0
