labid,age,error,depth,cc
Core top,-46,1,0,0
unassigned,1240,60,18,1
CAMS-44172,2240,80,37,1
CAMS-42612,2030,240,53,1
CAMS-44173,4350,90,104.5,1
CAMS-42613,4250,140,123,1
CAMS-44174,7280,50,141.5,1
CAMS-42614,12830,100,212.5,1
CAMS-42615,13190,60,240.5,1
CAMS-44175,23050,220,276.5,1
CAMS-44176,30410,300,365.5,1
