depth	min	max	median	mean
0	-64	111	5	9
1	22	304	166	164
2	73	537	328	320
3	120	788	487	475
4	158	1041	644	630
5	194	1294	804	786
6	230	1552	962	941
7	271	1810	1120	1096
8	312	2066	1279	1252
9	353	2324	1438	1407
10	392	2581	1597	1563
12	838	2623	1792	1772
14	1242	2666	1996	1982
15	1426	2695	2102	2087
18	1838	2844	2429	2402
20	2029	3082	2634	2612
25	2470	3187	2821	2829
30	2649	3465	3034	3047
33	2807	3605	3187	3197
40	2978	4253	3522	3545
45	3272	4403	3775	3792
50	3422	4699	4025	4038
55	3700	4952	4302	4307
60	3832	5462	4550	4575
65	4063	5666	4811	4827
70	4193	6056	5058	5080
75	4486	6212	5342	5342
80	4624	6510	5615	5605
85	5032	6628	5889	5870
90	5224	6847	6184	6136
95	5858	6977	6403	6401
100	6297	7177	6647	6666
103	6452	7727	6924	6977
107	6562	8934	7261	7391
