"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
1821,1763,"Northwest River Pond",5108,"Core top",30,0,5000,0,-20,80,50,0
1821,1763,"Northwest River Pond",5109,"Radiocarbon",4805,348,5000,0,4750,4860,55,1
