labid,age,error,depth,cc
Core top,-38,2,0,0
Biostratigraphic_ pollen,190,190,30,0
BA-29916,3340,110,73,1
Biostratigraphic_ pollen,4700,4700,135,0
BA-31363,7580,90,165,1
BA-29917,8560,140,205,1
BA-31364,8680,120,245,1
BA-31365,8910,120,285,1
BA-29919,9750,450,374,1
BA-31366,11690,140,457.5,1
