labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
QU-823,	700,	100,	50,	1
QU-824,	2930,	140,	130,	1
QU-825,	3360,	130,	210,	1
QU-828,	5960,	130,	477.5,	1
