labid,age,error,depth,cc
Core top,-45,47,0,0
Beta-91829,1890,90,90,1
Beta-90297,3080,90,137.5,1
Tephra,3390,130,149,0
Beta-90298,5470,90,192.5,1
Tephra,7627,150,225.5,0
Beta-90299,8150,100,242.5,1
Beta-90300,9540,100,270,1
Beta-90289,10290,80,282,1
