labid,age,error,depth,cc
CAMS26224,3110,60,39.5,1
BETA6151,4380,80,90,1
CAMS26225,5080,60,122.5,1
BETA59072,5090,110,130,1
CAMS30329,6330,60,143.5,1
BETA59073,8950,90,147.5,1
BETA61562,12710,140,175,1
BETA59074,11480,150,195,1
