"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","name","notes","hasradiocarbon","altitude","longitude","latitude","keep","error","cc"
7843,6486,"Roberts Creek F-45A",5958,"Radiocarbon",4830,11,4970,4690,4690,4970,"NAPD 1",NA,FALSE,308,-91.50028,42.98611,0,140,1
