labid,age,error,depth,cc
Core top,-47,1,0,0
CAMS 39068,-20,20,5,1
CAMS 45431,350,60,168,1
CAMS 39069,830,50,305,1
CAMS 45432,1220,50,405,1
CAMS 39070,1950,50,520,1
CAMS 39071,2550,50,740,1
CAMS 39072,3520,80,1180,1
CAMS 39073,3940,70,1297,1
