depth	min	max	median	mean
15	-47	67	-26	-17
30	-40	137	11	21
45	-26	218	51	62
60	-14	273	95	104
75	12	307	139	145
90	43	348	182	186
105	75	387	225	227
120	105	424	269	268
150	222	470	348	349
165	283	497	389	390
170	298	510	403	404
180	312	564	432	432
195	340	615	473	473
207	364	661	505	505
222	391	712	546	546
236	424	751	584	584
251	466	792	624	624
266	513	834	661	665
281	561	870	699	706
295	632	888	732	743
302	661	902	752	764
311	692	938	785	798
324	716	1020	835	846
339	739	1094	900	904
353	787	1134	955	957
368	841	1190	1014	1014
382	889	1228	1069	1067
398	970	1256	1127	1128
405	1010	1280	1161	1164
427	1102	1522	1288	1293
442	1148	1669	1373	1383
457	1206	1751	1470	1472
487	1384	1886	1658	1653
520	1701	2003	1851	1849
