"datasetid","siteid","sitename","chroncontrolid","type","age","depth","ageboundolder","ageboundyounger","limityounger","limitolder","error","cc"
2340,2260,"San Agustin Plains",6339,"Radiocarbon",15040,147,18170,8830,14640,15440,400,1
2340,2260,"San Agustin Plains",6340,"Radiocarbon",18300,219.5,18170,8830,17700,18900,600,1
