depth	min	max	median	mean
1	-38	-32	-35	-35
5	-32	24	-6	-6
10	-27	97	30	30
12	14	124	60	62
13	36	144	84	86
15	57	236	131	135
20	83	527	243	257
30	215	1337	611	654
40	434	1883	1081	1097
50	772	2382	1550	1549
60	1122	2753	1960	1955
70	1625	3091	2413	2399
80	2098	3347	2877	2832
90	2922	3614	3262	3260
95	3087	3892	3474	3478
100	3178	4456	3655	3697
110	3461	4903	4160	4168
115	3722	5036	4427	4414
120	3882	5211	4712	4662
128	4697	5375	5035	5040
129	4778	5399	5080	5086
130	4831	5430	5125	5133
131	4874	5481	5175	5180
132	4942	5514	5229	5233
134	5051	5616	5339	5339
136	5107	5752	5450	5445
138	5144	5926	5554	5552
140	5170	6114	5660	5658
142	5288	6228	5762	5765
146	5682	6305	5973	5983
150	5936	6487	6214	6201
155	6128	6899	6507	6513
160	6229	7533	6817	6833
165	6501	7764	7118	7129
170	6657	7959	7458	7419
180	7677	8267	7979	7975
190	7911	8922	8338	8362
195	8063	9093	8513	8531
210	8441	9528	9063	9039
226	9504	9931	9618	9641
