"","datasetid","siteid","sitename","chroncontrolid","type","age","depth","limityounger","limitolder","error","cc"
"1",2591,2507,"Spring Lake",6767,"Core top",0,0,-50,50,50,0
"2",2591,2507,"Spring Lake",6770,"Radiocarbon",9280,790,9080,9480,200,1
"3",2591,2507,"Spring Lake",6771,"Radiocarbon",10250,990,10030,10470,220,1
"4",2591,2507,"Spring Lake",6772,"Radiocarbon",12670,1110,12430,12910,240,1
