labid,age,error,depth,cc
Core top,-41,1,0,0
Beta-47615,1090,70,31,1
Beta-47616,2350,70,80,1
Beta-47617,3500,70,95,1
Beta-47618,4850,80,220,1
Beta-47619,5860,100,312.5,1
