depth	min	max	median	mean
1	-37	13	-11	-11
10	2	498	262	256
20	45	1038	564	553
29	701	1160	916	919
40	946	1854	1355	1367
50	1148	2085	1659	1643
60	1230	2535	1935	1919
70	1805	2609	2212	2209
80	2187	2734	2487	2498
95	3201	3893	3668	3646
112	3625	4572	4195	4175
127	3806	4852	4371	4365
147	4061	5134	4639	4630
167	4364	5360	4904	4893
187	4661	5551	5162	5147
205	4987	5714	5393	5379
220	5333	5849	5572	5570
228	5396	5932	5662	5663
232	5420	6017	5705	5710
238	5448	6161	5767	5780
243	5503	6243	5823	5838
248	5556	6293	5885	5896
257	5621	6410	5998	6002
263	5690	6494	6066	6071
268	5751	6526	6123	6129
277	5825	6625	6239	6234
286	5965	6708	6339	6337
295	6091	6787	6443	6440
297	6106	6806	6467	6463
303	6196	6864	6534	6532
315	6367	6990	6670	6668
324	6443	7131	6762	6767
340	6521	7474	6907	6931
350	6596	7588	7006	7030
363	6672	7815	7130	7159
372	6732	7951	7218	7250
420	7033	8637	7692	7729
429	7118	8743	7777	7819
442	7205	8939	7910	7950
448	7254	9029	7969	8012
458	7318	9173	8068	8116
468	7398	9298	8172	8218
