labid,age,error,depth,cc
WAT-914,9050,150,100,1
WAT-891,9540,190,135,1
WAT-912,9690,370,135,1
WAT-908,10850,240,160,1
WAT-913,11330,270,170,1
WAT-915,11720,390,200,1
WAT-844,12320,240,285,1
