depth	min	max	median	mean
795	-34	-28	-31	-31
807	-9	437	184	190
819	183	631	408	407
827	361	784	559	560
839	596	1182	808	832
851	764	1473	1143	1135
863	1226	1704	1454	1457
873	1499	1938	1724	1722
878	1571	2119	1843	1844
888	1773	2485	2082	2097
898	2074	2616	2376	2369
908	2436	3107	2753	2754
918	2639	3839	3133	3162
928	2810	4150	3590	3564
933	3136	4304	3796	3775
938	3599	4363	3996	3994
945	3992	4626	4299	4300
950	4332	5377	4941	4913
961	4813	7348	6319	6242
963	5269	7372	6505	6443
965	5721	7403	6688	6645
967	6154	7434	6875	6846
969	6526	7479	7066	7048
971	6804	7551	7269	7250
973	6987	7765	7473	7451
975	7104	8172	7655	7653
980	7283	8593	7888	7906
985	7399	9283	8092	8158
