depth	min	max	median	mean
1.5	197	894	687	655
3	410	909	740	723
4.5	623	930	794	791
6	735	1010	857	859
7.5	798	1121	936	940
10.5	838	1553	1068	1103
15	965	1860	1320	1345
18	1086	2018	1481	1503
21	1173	2200	1648	1660
24	1355	2295	1841	1836
27	1500	2451	2019	2008
30	1657	2562	2191	2168
33	1918	2657	2352	2334
36	2090	2752	2526	2501
39	2439	2847	2717	2679
42	2591	3148	2861	2863
45	2679	3545	3034	3060
48	2829	3800	3229	3253
51	2912	4023	3429	3445
54	3104	4137	3653	3647
57	3300	4300	3856	3844
60	3518	4392	4056	4031
63	3907	4496	4241	4233
64.5	4097	4557	4339	4337
66.5	4213	4724	4469	4469
68	4287	4824	4549	4551
71	4367	5183	4697	4715
75	4521	5376	4922	4927
78.5	4688	5542	5109	5111
82.5	4904	5711	5326	5322
87.5	5256	5859	5594	5584
91.5	5606	5974	5789	5788
