depth	min	max	median	mean
0	-64	169	19	27
2	-10	325	139	144
4	17	539	257	260
6	41	762	369	377
8	60	995	482	494
10	77	1228	592	610
12	95	1469	707	727
14	114	1712	819	844
16	130	1951	932	960
18	145	2187	1046	1077
20	158	2425	1157	1194
22	354	2463	1261	1301
24	534	2504	1364	1408
26	702	2534	1477	1515
28	845	2566	1586	1622
30	979	2607	1700	1729
32	1079	2671	1814	1836
34	1173	2752	1933	1944
36	1255	2834	2058	2051
38	1323	2929	2176	2158
40	1385	3057	2288	2265
42	1652	3117	2408	2399
44	1867	3195	2531	2533
46	2026	3304	2665	2667
48	2146	3442	2800	2802
50	2246	3607	2937	2936
52	2318	3823	3069	3070
54	2380	4059	3194	3204
56	2424	4340	3316	3338
58	2457	4629	3433	3472
60	2495	4919	3551	3606
62	2695	4964	3672	3726
64	2888	4989	3797	3846
66	3047	5030	3922	3967
68	3196	5074	4057	4087
70	3322	5122	4192	4207
72	3420	5186	4330	4327
74	3523	5253	4469	4447
76	3617	5347	4601	4567
78	3684	5452	4734	4687
80	3739	5602	4854	4807
82	3887	5629	4919	4878
84	4028	5659	4979	4950
86	4148	5686	5043	5021
88	4257	5732	5111	5093
90	4360	5790	5180	5164
100	4636	6339	5534	5521
110	4919	6506	5757	5741
120	5071	6808	5969	5960
130	5450	6957	6184	6190
140	5656	7192	6417	6420
150	6147	7373	6710	6730
155	6272	7513	6868	6886
160	6346	7754	7031	7041
165	6666	7849	7233	7239
170	6898	7953	7439	7438
175	7047	8123	7647	7636
180	7155	8368	7846	7835
190	7373	8635	8060	8050
200	7525	9097	8247	8265
210	7729	9265	8459	8472
220	7843	9557	8665	8679
230	8107	9714	8885	8892
240	8253	9975	9109	9105
250	8505	10099	9315	9313
260	8660	10336	9525	9520
270	8959	10495	9730	9733
280	9095	10800	9938	9945
290	9264	11082	10143	10152
