labid,age,error,depth,cc
Core top,-43,1,0,0
Ambrosia rise,90,50,4,0
NSRL-10509,1450,35,28.5,1
NSRL-10510,1930,35,59.5,1
NSRL-10511,2560,30,83.5,1
