labID,	age,	error,	depth,	cc
Core top,	0,	1,	0,	0
I-10241,	2520,	200,	95,	1
I-10242,	4335,	300,	295,	1
I-10243,	5680,	230,	475,	1
I-10244,	7880,	130,	745,	1
I-10283,	9230,	150,	795,	1
I-9280,	9540,	185,	810,	1
